1,ovr,78.6
1,1,50.0
1,2,53.4
1,3,60.0
1,4,69.9
1,5,84.0
1,6,68.8
1,7,85.7
1,8,80.0
1,9,90.5
1,10,85.7
1,11,57.1
1,12,100.0
1,13,100.0
1,14,0.0
1,15,0.0
1,16,100.0
2,ovr,70.1
2,1,46.6
2,2,50.0
2,3,62.9
2,4,44.4
2,5,20.0
2,6,72.2
2,7,71.0
2,8,44.4
2,9,50.0
2,10,60.7
2,11,86.7
2,12,100.0
2,13,0.0
2,14,0.0
2,15,93.9
2,16,0.0
3,ovr,63.5
3,1,40.0
3,2,37.1
3,3,50.0
3,4,62.5
3,5,50.0
3,6,55.3
3,7,58.8
3,8,100.0
3,9,100.0
3,10,69.2
3,11,70.6
3,12,0.0
3,13,0.0
3,14,84.1
3,15,100.0
3,16,0.0
4,ovr,59.7
4,1,30.1
4,2,55.6
4,3,37.5
4,4,50.0
4,5,56.5
4,6,33.3
4,7,33.3
4,8,36.4
4,9,66.7
4,10,100.0
4,11,0.0
4,12,69.2
4,13,80.9
4,14,0.0
4,15,0.0
4,16,0.0
5,ovr,52.6
5,1,16.0
5,2,80.0
5,3,50.0
5,4,43.5
5,5,50.0
5,6,100.0
5,7,0.0
5,8,25.0
5,9,33.3
5,10,100.0
5,11,0.0
5,12,67.1
5,13,80.0
5,14,0.0
5,15,0.0
5,16,0.0
6,ovr,53.9
6,1,31.3
6,2,27.8
6,3,44.7
6,4,66.7
6,5,0.0
6,6,0.0
6,7,62.5
6,8,25.0
6,9,0.0
6,10,60.0
6,11,63.8
6,12,0.0
6,13,0.0
6,14,87.5
6,15,0.0
6,16,0.0
7,ovr,47.6
7,1,14.3
7,2,29.0
7,3,41.2
7,4,66.7
7,5,0.0
7,6,37.5
7,7,0.0
7,8,50.0
7,9,0.0
7,10,60.9
7,11,0.0
7,12,0.0
7,13,0.0
7,14,100.0
7,15,66.7
7,16,0.0
8,ovr,43.8
8,1,20.0
8,2,55.6
8,3,0.0
8,4,63.6
8,5,75.0
8,6,75.0
8,7,50.0
8,8,0.0
8,9,53.2
8,10,0.0
8,11,100.0
8,12,0.0
8,13,100.0
8,14,0.0
8,15,0.0
8,16,0.0
9,ovr,35.5
9,1,9.5
9,2,50.0
9,3,0.0
9,4,33.3
9,5,66.7
9,6,0.0
9,7,0.0
9,8,46.8
9,9,0.0
9,10,100.0
9,11,0.0
9,12,0.0
9,13,100.0
9,14,0.0
9,15,0.0
9,16,0.0
10,ovr,38.8
10,1,14.3
10,2,39.3
10,3,30.8
10,4,0.0
10,5,0.0
10,6,40.0
10,7,39.1
10,8,0.0
10,9,0.0
10,10,0.0
10,11,33.3
10,12,0.0
10,13,0.0
10,14,100.0
10,15,100.0
10,16,0.0
11,ovr,35.9
11,1,42.9
11,2,13.3
11,3,29.4
11,4,0.0
11,5,0.0
11,6,36.2
11,7,100.0
11,8,0.0
11,9,0.0
11,10,66.7
11,11,0.0
11,12,0.0
11,13,0.0
11,14,100.0
11,15,0.0
11,16,0.0
12,ovr,31.8
12,1,0.0
12,2,0.0
12,3,0.0
12,4,30.8
12,5,32.9
12,6,0.0
12,7,0.0
12,8,100.0
12,9,0.0
12,10,0.0
12,11,0.0
12,12,0.0
12,13,72.7
12,14,0.0
12,15,0.0
12,16,0.0
13,ovr,19.0
13,1,0.0
13,2,0.0
13,3,0.0
13,4,19.1
13,5,20.0
13,6,0.0
13,7,0.0
13,8,0.0
13,9,0.0
13,10,0.0
13,11,0.0
13,12,27.3
13,13,0.0
13,14,0.0
13,15,0.0
13,16,0.0
14,ovr,14.8
14,1,0.0
14,2,0.0
14,3,15.9
14,4,0.0
14,5,0.0
14,6,12.5
14,7,0.0
14,8,0.0
14,9,0.0
14,10,0.0
14,11,0.0
14,12,0.0
14,13,0.0
14,14,0.0
14,15,0.0
14,16,0.0
15,ovr,6.4
15,1,0.0
15,2,6.1
15,3,0.0
15,4,0.0
15,5,0.0
15,6,0.0
15,7,33.3
15,8,0.0
15,9,0.0
15,10,0.0
15,11,0.0
15,12,0.0
15,13,0.0
15,14,0.0
15,15,0.0
15,16,0.0
16,ovr,0.0
16,1,0.0
16,2,0.0
16,3,0.0
16,4,0.0
16,5,0.0
16,6,0.0
16,7,0.0
16,8,0.0
16,9,0.0
16,10,0.0
16,11,0.0
16,12,0.0
16,13,0.0
16,14,0.0
16,15,0.0
16,16,0.0
